job_id,title,company_name,location,formatted_work_type,formatted_experience_level,extracted_skills,skill_count,extraction_method
3901388740,Chief Development Officer (fundraising),Cincinnati Opera,Cincinnati Metropolitan Area,Full-time,Director,"['Leadership', 'Marketing']",2,dictionary
3905831291,Desktop Test Engineer,Applicantz,United States,Contract,Associate,['Communication'],1,dictionary
3905304662,Engineering Intern,Parker Hannifin,"Ogden, UT",Full-time,,['Communication'],1,dictionary
3902371316,Chief Financial Officer,Piper Maddox,Washington DC-Baltimore Area,Full-time,Executive,['Leadership'],1,dictionary
3891094342,Chemistry Teacher,"Carney, Sandoe & Associates",San Francisco Bay Area,Full-time,Entry level,['Communication'],1,dictionary
3904718711,Gifts Outfitter,Bass Pro Shops,"East Peoria, IL",Part-time,,"['Customer Service', 'Sales']",2,dictionary
3894957742,Advocacy Intern,FS Vector,Washington DC-Baltimore Area,Internship,,"['Communication', 'Excel', 'Leadership', 'Microsoft Office']",4,dictionary
3901687140,Medical Administrative Assistant,"Advance Services, Inc.","Omaha, NE",Temporary,Associate,"['Communication', 'Excel']",2,dictionary
3901696078,Patient Service/Front Desk Coordinator Part Time,MyEyeDr.,"Silver Spring, MD",Part-time,Entry level,['Communication'],1,dictionary
3884924864, HRIS Analyst / HR Analyst,Sharp Decisions,"Tampa, FL",Contract,Associate,[],0,dictionary
3901645782,Sr Billing Coordinator,Considine Search,New York City Metropolitan Area,Full-time,Mid-Senior level,['Excel'],1,dictionary
3901619331,Senior Firmware Engineer,Murray McIntosh & Associates,"Nashville, TN",Full-time,Mid-Senior level,['C++'],1,dictionary
3895209465,Process Engineer,First Search Inc.,Memphis Metropolitan Area,Full-time,Mid-Senior level,['Leadership'],1,dictionary
3891821516,"Travel Nurse RN - ER/Trauma in Fort Madison, IA - Excellent Benefits 2024-04-11",TravelNurseSource,"Fort Madison, IA",Full-time,Mid-Senior level,[],0,dictionary
3905372564,"Division of General Pediatrics – Adjunct, Clinical X, HS Clinical, and In Residence Faculty Series","University of California, San Francisco","San Francisco, CA",Part-time,Executive,['Computer Vision'],1,dictionary
3901950845,Graphic Arts Specialist Intern,"Graphic Packaging International, LLC","Clemson, SC",Internship,Internship,"['Adobe Illustrator', 'Adobe Photoshop']",2,dictionary
3901390868,"Divisional Manager, Enterprise Asset Management",Metropolitan Transportation Authority,"New York, NY",Other,Mid-Senior level,"['Communication', 'Leadership', 'Marketing', 'Project Management']",4,dictionary
3905329572,Process Engineer,Trueline,Memphis Metropolitan Area,Full-time,Entry level,[],0,dictionary
3901170181,Social Media Marketing Intern,,"Des Moines, IA",Internship,,"['Marketing', 'R']",2,dictionary
3904389546,Young Women's Our House Resident Advisor,BCFS Health & Human Services,"Abilene, TX",Other,Internship,"['Excel', 'Microsoft Office']",2,dictionary
3903818926,Night Warehouse Manager,DSJ Global,"Buffalo, NY",Full-time,Mid-Senior level,[],0,dictionary
3902737959,Apprentice Technician,Crash Champions,"Houston, TX",Part-time,Internship,[],0,dictionary
3903867969,Part Time Universal Banker | Highland,Busey,"Highland, IL",Part-time,Mid-Senior level,"['Communication', 'Customer Service', 'Microsoft Office', 'Sales']",4,dictionary
3901394508,Service Technician,Insight Global,Louisville Metropolitan Area,Full-time,Associate,[],0,dictionary
3904388996,Inside Sales Agent,Direct Auto Insurance,Knoxville Metropolitan Area,Full-time,Entry level,['Sales'],1,dictionary
3886894536,Controller/REMOTE (East Coast),"QUAD, a SolomonEdwards Company",Greater Philadelphia,Full-time,Mid-Senior level,[],0,dictionary
3887101216,Buyer,"Highly Marelli USA, Inc.","Shelbyville, TN",Full-time,Associate,"['Communication', 'Excel', 'Leadership']",3,dictionary
3902883052,Receptionist,RecruitInflux,"Portland, Oregon Metropolitan Area",Contract,,['Microsoft Office'],1,dictionary
3891001318,Rare Disease Sales Specialist,Upsher-Smith,Greater Chicago Area,Full-time,Associate,"['Marketing', 'Sales']",2,dictionary
3906233266,Venture Capital Investor Accelerator,Venture University,Greater Houston,Temporary,,[],0,dictionary
3904366492,Hospital Administrator,Beacon Behavioral Hospital,Greater New Orleans Region,Full-time,Executive,"['Communication', 'Leadership']",2,dictionary
3886463705,Occupational Therapy Assistant (COTA),The Job Network,"Danbury, CT",Full-time,Entry level,[],0,dictionary
3905296703,Field Risk Specialist,DataScan Field Services,Greater Lynchburg Area,Full-time,Entry level,"['Communication', 'Customer Service']",2,dictionary
3905397573,Motion Graphics Design Intern,Sleeper,Los Angeles Metropolitan Area,Full-time,Internship,"['Adobe Illustrator', 'Adobe Photoshop']",2,dictionary
3901944325,Design Engineer,VN Consultancy Services,"Wichita, KS",Contract,,['Communication'],1,dictionary
3894545201,Registered Nurse,Innovative Renal Care,"Providence, RI",Part-time,Mid-Senior level,[],0,dictionary
3906222614,Infection Prevention Specialist,Tufts Medicine,"Melrose, MA",Full-time,Entry level,"['Communication', 'Excel']",2,dictionary
3901392152,Enterprise Consulting Sales,Shelgin Partners Recruiting Agency,Des Moines Metropolitan Area,Full-time,Mid-Senior level,"['Marketing', 'Sales']",2,dictionary
3895550530,Breakfast Server,Schulte Hospitality Group,"Des Moines, IA",Part-time,Associate,[],0,dictionary
3901986073,Nurse Aesthetician,,"Laredo, TX",Full-time,,['Communication'],1,dictionary
3895543303,Marketing Intern,Minor History,"New York, NY",Internship,,"['Communication', 'Marketing', 'Sales']",3,dictionary
3902761069,Journeyman - Plumber,RK,"Cheyenne, WY",Part-time,Entry level,['Communication'],1,dictionary
3903810125,Desktop Support Specialist I,Akkodis,"Austin, Texas Metropolitan Area",Contract,Associate,['Communication'],1,dictionary
3901986365,"Summer Intern, Quality Engineer",SiriusXM,"Farmington Hills, MI",Full-time,Internship,"['Communication', 'R', 'Sales']",3,dictionary
3888972090,Executive Vice President,Heitmeyer Consulting,"Cincinnati, OH",Full-time,Executive,['Machine Learning'],1,dictionary
3887472191,Science Teacher,Mount Prospect Academy,"Bennington, VT",Full-time,,[],0,dictionary
3903442455,Litigation Paralegal - Arbitration/Investigations,Lexitas Legal Talent Outsourcing,New York City Metropolitan Area,Temporary,Mid-Senior level,['Microsoft Office'],1,dictionary
3904949095,E&I Technician A,Huhtamaki,"Waterville, ME",Full-time,,[],0,dictionary
3901950329,HR Business Process and Systems Specialist - JP4323 (1309431),Experis,"Auburn Hills, MI",Contract,Entry level,"['Communication', 'Project Management']",2,dictionary
3891080775,SAP BTP Architect (No H1B),Intellicept Inc,"San Ramon, CA",Contract,,[],0,dictionary
3900958503,Senior Business Analyst,Robert Half,"Washington, United States",Temporary,Associate,['Communication'],1,dictionary
3884435113,Events Coordinator,Elevation Talent Group,Greater Cleveland,Contract,Associate,"['Marketing', 'Project Management']",2,dictionary
3901460768,Director of Business Development,Nina McLemore,"New York, NY",Full-time,Mid-Senior level,"['Customer Service', 'Leadership', 'Marketing', 'Sales']",4,dictionary
3884894273,"Travel Nurse RN - Telemetry - $2,206 per week in Martinsburg, WV",TravelNurseSource,"Martinsburg, WV",Full-time,Entry level,[],0,dictionary
3902801553,Program Management Analyst (PMA),HTC Global Services,"Dearborn, MI",Full-time,Mid-Senior level,[],0,dictionary
3884829128,Aquatics Specialist,Petco,"Sequim, WA",Part-time,Mid-Senior level,"['Communication', 'Sales']",2,dictionary
3887495643,Risk Consultant,Marsh McLennan Agency,"Aliso Viejo, CA",Part-time,Director,"['Communication', 'Microsoft Office', 'Sales']",3,dictionary
3902352229,Transportation Professional ,ARC Industries,"Columbus, Ohio Metropolitan Area",Part-time,Entry level,[],0,dictionary
3904509996,Greenhouse/Nursery Manager,Mount Auburn Cemetery,"Cambridge, MA",Full-time,Mid-Senior level,['Sales'],1,dictionary
3902861910,Food Service Worker,Riverview Regional Medical Center,"Gadsden, AL",Other,Entry level,[],0,dictionary
3905201269,Concrete Finisher,Flatiron Construction,"Dunn, NC",Temporary,Associate,[],0,dictionary
3887835642,Research Finance Administrator I,RAND,Los Angeles Metropolitan Area,Full-time,Associate,"['Excel', 'R']",2,dictionary
3904427434,Summer Internship,RS,"Fort Worth, TX",Internship,Internship,"['Communication', 'Leadership', 'Power BI', 'Sales']",4,dictionary
3904930112,"Representative, Sales Experienced",CHS Inc.,"Missoula, MT",Contract,Entry level,"['Communication', 'Customer Service', 'Excel', 'Marketing', 'Microsoft Office', 'Sales']",6,dictionary
3904419266,Retail Sales and Store Support,Safeway,"Denver, CO",Part-time,Entry level,['Sales'],1,dictionary
3891061384,"Van, Delivery Drivers.",Gi Group,"Andover, MA",Other,Entry level,[],0,dictionary
3901636810,Human Resources Coordinator,DIY Media Group,"Pennsauken, NJ",Full-time,,"['Communication', 'Microsoft Office']",2,dictionary
3906238902,Hospice Guest Services,"Midland Care Connection, Inc.","Topeka, KS",Part-time,Entry level,['Communication'],1,dictionary
3905233975,Production Supervisor,Apex Placement & Consulting,"Detroit, MI",Full-time,Associate,"['Customer Service', 'Leadership']",2,dictionary
3902742553,Fund Controller Associate,Michael Page,"Wilmington, DE",Contract,Director,[],0,dictionary
3901987413,Guest Experience Specialist (Sales Associate),Petco,"Plaistow, NH",Part-time,Entry level,"['Communication', 'Leadership', 'Sales']",3,dictionary
3887906639,Controller,Creative Financial Staffing (CFS),"Franklin, TN",Full-time,Director,"['Communication', 'Excel', 'Leadership']",3,dictionary
3903425829,Social Media Manager,Trupanion,"Seattle, WA",Full-time,Associate,"['Communication', 'Leadership', 'Marketing']",3,dictionary
3906256677,Intern - Year Round (Desktop Support),Navy Federal Credit Union,"Vienna, VA",Other,Internship,"['Communication', 'Customer Service']",2,dictionary
3900962384,"Licensed Vocational Nurse, LVN - Med/Surg - Per Diem (11am - 5pm)",St. Francis Medical Center,"Lynwood, CA",Other,Entry level,[],0,dictionary
3903817383,Design Lead,Work & Co,"Portland, Oregon Metropolitan Area",Full-time,Mid-Senior level,['Communication'],1,dictionary
3887470642,Regional Finance Manager,PEG Staffing & Recruiting,Greater St. Louis,Full-time,Mid-Senior level,['Communication'],1,dictionary
3903445185,Senior DevOps Engineer- (Only W2),NLB Services,"Charlotte, NC",Contract,,"['Docker', 'Java']",2,dictionary
3900953058,"CDL-A Driver, Shuttle - Night Shift",Core-Mark International,"Sacramento, CA",Full-time,Entry level,[],0,dictionary
3901939535,Senior Director Supply Chain,Culligan International,"Chicago, IL",Full-time,Executive,"['Communication', 'Leadership', 'Marketing', 'Sales']",4,dictionary
3895860777,Travel Allied Health Professional - Surgical Technologist,"PROVIDENCE HEALTH CARE STAFFING, INC.","Aberdeen, WA",Temporary,Mid-Senior level,[],0,dictionary
3902868084,Vice President of Accounting and Corporate Controller,Compassus,"Brentwood, TN",Full-time,Executive,[],0,dictionary
3906227717,Teller Part Time,Wells Fargo,"Santa Fe, NM",Part-time,Associate,['R'],1,dictionary
3901678369,Volunteer: VA: Hampton City - drive cancer patients to treatment,VolunteerMatch,"Hampton, VA",Volunteer,Associate,[],0,dictionary
3889768807,  E-Discovery Project Manager,Saicon,Washington DC-Baltimore Area,Contract,Mid-Senior level,"['Communication', 'SQL']",2,dictionary
3903843354,Warehouse Associate I (Mon-Fri),"Patterson Companies, Inc.","Kent, WA",Full-time,Entry level,['Sales'],1,dictionary
3901942307,EHS Manager [AA-13662],"Shirley Parsons, North America","Minneapolis, MN",Full-time,Mid-Senior level,"['Communication', 'Leadership']",2,dictionary
3885112508,Bartender,Drybar,"Las Vegas, NV",Part-time,Associate,[],0,dictionary
3901355524,AI Content Writer,DataAnnotation,Greater Tampa Bay Area,Contract,,[],0,dictionary
3899533841,Sr. SAP Finance Consultant/Architect,TEK Inspirations LLC,"San Jose, CA",Contract,,"['Communication', 'Leadership']",2,dictionary
3902344231,Chief Technology Officer [28227],Stealth,"Boston, MA",Full-time,Executive,"['Communication', 'Marketing', 'Project Management']",3,dictionary
3902348109,Administrative Assistant,Kelly Services,"Blue Ash, OH",Temporary,Associate,"['Communication', 'Microsoft Office']",2,dictionary
3898175244,Executive Director,Harmony Senior Services,"Lorton, VA",Full-time,Executive,"['Communication', 'Customer Service', 'Marketing', 'R', 'Sales']",5,dictionary
3901961855,Assistant Controller,Robert Half,"Salt Lake County, UT",Contract,Mid-Senior level,"['Communication', 'Excel']",2,dictionary
3885104612,Project Accountant,BOWA Construction,Greater Chicago Area,Full-time,Associate,['Communication'],1,dictionary
3901997568,"C# Developer, Payments",Versapay,United States,Full-time,Entry level,"['C#', 'CSS', 'Git', 'HTML', 'JavaScript', 'R', 'SQL']",7,dictionary
3904961016,Behavioral Health LPN,YesCare,"Louisville, KY",Full-time,Entry level,[],0,dictionary
3904992419,Retail Sales Associate,Harbor Freight Tools,"Mechanicsville, VA",Part-time,Entry level,['Sales'],1,dictionary
3887489625,Sales Representative,Sysco,"Milbridge, ME",Full-time,Entry level,"['Marketing', 'Microsoft Office', 'Sales']",3,dictionary
3902762027,HR Business Partner I - Student Success,University of South Florida,"Tampa, FL",Full-time,Internship,"['Excel', 'Leadership']",2,dictionary
3894866351,Nurse Practitioner/Physician Assistant,Marquis Companies,"Portland, OR",Full-time,Mid-Senior level,[],0,dictionary
3902758097,Senior Endpoint Security Engineer,Micron Technology,"Boise, ID",Full-time,Mid-Senior level,[],0,dictionary
3902343453,Addiction Recovery Mentor - Community Response Team,The Job Network,"Salem, OR",Contract,,[],0,dictionary
3904997242,Foreign Exchange Advisor,Cargill,"Wayzata, MN",Full-time,Director,"['Leadership', 'Tableau']",2,dictionary
3901988155,Enterprise Account Manager (Remote - US),Firstup,"San Francisco, CA",Full-time,Mid-Senior level,"['Communication', 'Leadership', 'Sales']",3,dictionary
3888001557,Merchandising Part Time Days,"Lowe's Companies, Inc.","Laurel, MD",Part-time,,['Sales'],1,dictionary
3901457373,Engineering Intern,Summit Polymers,"Lawrenceburg, KY",Internship,Internship,['Customer Service'],1,dictionary
3905353098,Software Sales Representative,Odoo,Buffalo-Niagara Falls Area,Full-time,Entry level,['Sales'],1,dictionary
3905248965,MetroWest Nonprofit Network Coordinator,MWNN - MetroWest Nonprofit Network,Greater Boston,Part-time,,['Communication'],1,dictionary
3894200662,"Locum Anesthesiology Physician job in Fredericksburg, VA - Make $300/hr - $315/hr",Aya Locums,"Fredericksburg, VA",Full-time,Mid-Senior level,[],0,dictionary
3905200002,Sales Executive,City Lifestyle,"Sammamish, WA",Full-time,Director,['Sales'],1,dictionary
3904720286,Mental Health Clinician- 10-month and 12 month appointment,Missouri State University,"Springfield, MO",Contract,Entry level,[],0,dictionary
3888029809,Human Resources Assistant,Hays,Los Angeles Metropolitan Area,Contract,Associate,"['Communication', 'Microsoft Office']",2,dictionary
3902736387,"Wind Technician- Field Service Technician -- Roscoe, TX",Siemens Gamesa,"Roscoe, TX",Full-time,Associate,"['Communication', 'Excel', 'Leadership']",3,dictionary
3898165238,Full-Time/Part-Time Sales Associate (Charleston Location),PAIGE,"Charleston, South Carolina Metropolitan Area",Full-time,Entry level,"['Customer Service', 'Sales']",2,dictionary
3887708073,Educational Facilitator,Compass Connections,"San Antonio, TX",Other,Entry level,[],0,dictionary
3898177762,Systems Test Engineer- EO/IR imaging and Laser Systems,Zeektek,"Wilsonville, OR",Contract,Associate,"['Excel', 'Leadership']",2,dictionary
3902736820,BBW Key Holder-SAMPSON CROSSING SHOPPING CE,Bath & Body Works,"Clinton, NC",Part-time,Associate,"['Customer Service', 'Leadership', 'Sales']",3,dictionary
3884826549,Registered Nurse- Part Time Days,"Advanced Correctional Healthcare, Inc.","Tama, IA",Part-time,Mid-Senior level,"['Communication', 'PyTorch']",2,dictionary
3902359200,Data Entry Clerk,nTech Workforce,"Fairfax, VA",Contract,Entry level,"['Communication', 'Excel', 'Microsoft Office']",3,dictionary
3901951595,Research and Development Intern,Hoffmaster,"Clintonville, WI",Internship,Internship,['R'],1,dictionary
3902362868,Network and Systems Support Engineer,Randstad Digital,"Jackson, MS",Contract,Associate,"['Azure', 'Communication', 'Microsoft Office', 'SQL']",4,dictionary
3902343445,Director of Engineering,Confidential Company,"Cincinnati, OH",Full-time,Director,"['Microsoft Office', 'Project Management', 'Sales']",3,dictionary
3902354367,Sales Representative,American Fidelity Sales Careers,"Pittsburgh, PA",Full-time,Associate,['Sales'],1,dictionary
3903816339,Truck Driver Part-Time,Ferrellgas,"Greer, SC",Part-time,Entry level,['Customer Service'],1,dictionary
3898163599,Labor Resource Coordinator,Granger Construction,"Lansing, MI",Full-time,Associate,"['Communication', 'Leadership', 'Microsoft Office']",3,dictionary
3902829581,Wealth Management Advisor,Northwestern Mutual - Philadelphia,Greater Philadelphia,Full-time,Mid-Senior level,"['Communication', 'Leadership', 'Sales']",3,dictionary
3902861936,"Dean of Curriculum, Instruction, and Assessment (DCI-24)",Oakton College,"Des Plaines, IL",Part-time,Director,"['Communication', 'Computer Vision', 'Leadership', 'Microsoft Office']",4,dictionary
3887870898,Volunteer: Back-end Technical Mentor,VolunteerMatch,"College Station, TX",Volunteer,Associate,"['Communication', 'Java', 'Leadership']",3,dictionary
3884823833,Scrum Master,Deloitte,"Washington, DC",Full-time,,['Project Management'],1,dictionary
3901360080,Customer Advocacy Manager - Collections,Microsoft,"Redmond, WA",Full-time,,"['Data Science', 'Leadership']",2,dictionary
3901651458,Senior Account Executive - US,Talent Job Seeker,Utica-Rome Area,Full-time,Mid-Senior level,"['Data Science', 'Leadership', 'Machine Learning', 'Marketing', 'Sales']",5,dictionary
3887870896,Volunteer: Automation Tester,VolunteerMatch,"Spokane, WA",Volunteer,Associate,"['Communication', 'Java', 'JavaScript', 'Python']",4,dictionary
3905288230,Territory Sales Manager,Philip Morris International,"Austin, TX",Other,,"['Communication', 'Marketing', 'Microsoft Office', 'Sales']",4,dictionary
3885837131,Registered Nurse Psych PRN,HCA Florida Kendall Hospital,"Miami, FL",Part-time,Mid-Senior level,[],0,dictionary
3903820016,Fire Sprinkler Apprentice,Summit Fire & Security,Greater Houston,Full-time,Internship,"['Customer Service', 'Leadership']",2,dictionary
3894554205,Host/Hostess - Japengo - Part Time ,Hyatt Regency,"Lahaina, HI",Part-time,Mid-Senior level,['Communication'],1,dictionary
3901964044,Nurse Apprentice Surgical Short Stay Unit PRN Days,Trinity Health,"Boise, ID",Part-time,Internship,['Leadership'],1,dictionary
3901958358,School Psychologist,Educational Service District 112,"Toutle, WA",Part-time,Associate,[],0,dictionary
3885830335,Cardiac Sonographer,Maxim Healthcare Staffing,"Vancouver, WA",Full-time,Entry level,"['Communication', 'Customer Service']",2,dictionary
3075721793,Architect/Project Manager,ASA Architects,"Las Cruces, NM",Full-time,,['Communication'],1,dictionary
3891074827,Azure Architect / Solution Architect (onsite work required),"Byrne Software Technologies, Inc.","Sumter County, SC",Contract,,"['Azure', 'Kubernetes']",2,dictionary
3901689116,Lab Assistant ,eTeam,"Clifton, NJ",Contract,Mid-Senior level,[],0,dictionary
3891249516,Program Director,Southwest Key Programs,"Surprise, AZ",Full-time,Director,['React'],1,dictionary
3901976757,PLC Programmer Instructor,Industrial Technical Training,Greater Houston,Part-time,,[],0,dictionary
3905296112,Quality Engineer,"Search Masters, Inc.","Wickliffe, OH",Full-time,Associate,[],0,dictionary
3889283907,Trainee Technician - Windscreen Repair & Replacement - Enfield,Autoglass®,"Enfield, CT",Full-time,Internship,['Customer Service'],1,dictionary
3902314040,"Travel Nurse RN - CVICU - $2,228 per week in Medford, OR",TravelNurseSource,"Medford, OR",Temporary,Mid-Senior level,[],0,dictionary
3827268681,Entry Level Financial Professional,Global Financial Impact (GFI),"Austin, Texas Metropolitan Area",Part-time,,"['Communication', 'Customer Service', 'Leadership', 'Marketing']",4,dictionary
3889712945,Local Delivery Driver,Staffmark Group,"Avon, MA",Temporary,Entry level,[],0,dictionary
3902316721,Customer Service Representative,David's Bridal,"Florence, SC",Part-time,Mid-Senior level,"['Customer Service', 'Leadership', 'Sales']",3,dictionary
3901963613,Account Manager,Agilix Solutions,Memphis Metropolitan Area,Full-time,Mid-Senior level,"['Communication', 'Marketing', 'Microsoft Office', 'Sales']",4,dictionary
3904421176,Inside Sales Associate CosmoProf 06062,Sally Beauty,"Braintree, MA",Other,Entry level,['Sales'],1,dictionary
3905331726,Patient Care Technician,DaVita Kidney Care,"Las Vegas, NV",Part-time,Entry level,['Leadership'],1,dictionary
3905307683,SMT Lab Engineer II,Universal Instruments Corporation,"Conklin, NY",Part-time,Entry level,['Microsoft Office'],1,dictionary
3901936746,Associate Attorney,Fears Law,"Dallas, TX",Full-time,Associate,[],0,dictionary
3886443632,retail sales associate lodge,DICK'S Sporting Goods,"Brick, NJ",Part-time,Entry level,['Sales'],1,dictionary
3905887169,Sr. Angular / Front End Developer,OTSI - Object Technology Solutions Inc.,"Overland Park, KS",Contract,Mid-Senior level,"['Azure', 'C#', 'Communication', 'Git', 'Leadership', 'SQL']",6,dictionary
3904725151,Urban Outfitters Key Holder - Part Time,Urban Outfitters,"Kansas City, MO",Part-time,,"['Communication', 'Leadership', 'Sales']",3,dictionary
3904403356,Payroll and HRIS Administrator,FedPoint,"Portsmouth, NH",Temporary,Associate,['Microsoft Office'],1,dictionary
3900950644,Cook,Shorehaven,"Oconomowoc, WI",Part-time,,[],0,dictionary
3905342059,Accounting/Administrative Support,"Bassett Furniture Industries, Inc.","Fayetteville, AR",Part-time,Entry level,"['Communication', 'Customer Service', 'Excel', 'Sales']",4,dictionary
3905821163,Consumer Marketing Manager,Asmodee,"Lino Lakes, MN",Full-time,Associate,"['Communication', 'Marketing', 'Sales']",3,dictionary
3904995390,OJT Student - Fall 2024,Afinitas,"Sleepy Eye, MN",Part-time,Internship,[],0,dictionary
3906253841,Respiratory Care Practitioner/Respiratory Therapist - PRN Days | Dayton LTACH,PAM Health Specialty Hospital of Dayton,"Miamisburg, OH",Part-time,Entry level,"['Customer Service', 'Leadership']",2,dictionary
3902865689,Registered Nurse ICU,Suburban Community Hospital,"East Norriton, PA",Other,Mid-Senior level,[],0,dictionary
3905296725,Training Specialist (PRN | As Needed),Children's National Hospital,"Washington, DC",Full-time,Internship,"['Communication', 'Customer Service', 'Microsoft Office', 'R']",4,dictionary
3884431797,Work Based Learning Coordinator,Des Moines Public Schools,"Des Moines, IA",Internship,Entry level,"['Adobe Illustrator', 'Adobe Photoshop']",2,dictionary
3884808461,Truck Driver - Hiker/Vehicle Transporter/CDL - Part Time,Penske Truck Leasing,"Salina, KS",Part-time,,['Customer Service'],1,dictionary
3891074461,Delivery Driver,Papa Johns,Atlanta Metropolitan Area,Full-time,Entry level,[],0,dictionary
3901940568,Student Intern,SLB,"Cambridge, MA",Internship,Internship,[],0,dictionary
3898168807,Nurse - CNA - LTC,Solomon Page,"Kennebunk, ME",Contract,Entry level,[],0,dictionary
3905835864,Sales Engineer,Acadia Capital Group,"Portland, Maine Metropolitan Area",Full-time,,"['Communication', 'Customer Service', 'Leadership', 'Sales']",4,dictionary
3904987360,"Senior Associate, International Tax",Alvarez & Marsal,"Washington, DC",Internship,Mid-Senior level,"['Communication', 'Excel', 'Microsoft Office', 'Project Management']",4,dictionary
3884497908,Account Executive,WebMD,Los Angeles Metropolitan Area,Full-time,Associate,"['Excel', 'Leadership', 'Sales']",3,dictionary
3904391827,Housing System Analyst & Data Manager,"California State University, Chico",Greater Chico Area,Full-time,Associate,"['Excel', 'Leadership', 'Project Management']",3,dictionary
3821064325,Volunteer Child Care,Night Lights,"Arvada, CO",Volunteer,,['Leadership'],1,dictionary
3884933108,Hotel Housekeeper- TE,Wisconsin Union,"Madison, WI",Temporary,Entry level,['Customer Service'],1,dictionary
3905396506,Director of Engineering - Utilities (Remote),Conagra Brands,"Omaha, NE",Full-time,Director,['Leadership'],1,dictionary
3884432548,Sales Development Representative,Phreesia,Raleigh-Durham-Chapel Hill Area,Full-time,Entry level,"['Marketing', 'Sales']",2,dictionary
3884820697,Sales Development Intern,Ingersoll Rand,"Bryan, OH",Internship,Internship,"['Communication', 'Marketing', 'Sales']",3,dictionary
3894889517,Design Engineer,We Search People,Greensboro--Winston-Salem--High Point Area,Full-time,Mid-Senior level,"['Communication', 'Excel']",2,dictionary
3905396159,Assistant Store Manager,Extra Space Storage,"Brooklyn, NY",Full-time,Associate,"['Customer Service', 'Sales']",2,dictionary
3902363941,"Chief Financial Officer – Innovative Food Production, 78773","Truenorth Executive Search, Inc.","Sacramento, CA",Full-time,Executive,[],0,dictionary
3904713859,Pharmacy Technician & Technician Trainee,RITE AID,"Oak Harbor, OH",Full-time,Internship,[],0,dictionary
3884825557,Stocker / Cashier,Petco,"Wauwatosa, WI",Part-time,Entry level,"['Communication', 'Sales']",2,dictionary
